type,breed,age_months,weight,health_status,vaccinated,country,price
Cat,Domestic Short Hair,10,5.32,0,1,England,403.24
Cat,Domestic Short Hair,39,4.62,0,1,USA,299.17
Cat,Domestic Short Hair,54,4.5,1,1,England,296.7
Cat,Domestic Short Hair,19,4.71,2,0,England,418.31
Cat,Domestic Short Hair,31,4.67,1,1,England,358.68
Cat,Domestic Short Hair,16,5.36,1,0,USA,328.69
Cat,Domestic Short Hair,26,5.27,0,1,USA,243.86
Cat,Domestic Short Hair,39,4.58,1,1,England,381.61
Cat,Domestic Short Hair,34,4.32,1,0,USA,260.73
Cat,Domestic Short Hair,13,4.48,2,1,USA,438.1
Cat,Domestic Short Hair,10,5.19,0,1,England,353.25
Cat,Domestic Short Hair,7,3.98,1,1,USA,365.02
Cat,Domestic Short Hair,31,4.74,1,1,England,373.58
Cat,Domestic Short Hair,22,4.01,1,1,USA,320.48
Cat,Domestic Short Hair,6,4.3,1,1,England,435.18
Cat,Domestic Short Hair,7,5.12,2,1,England,444.64
Cat,Domestic Short Hair,53,4.77,2,1,USA,340.94
Cat,Domestic Short Hair,38,4.14,1,1,England,325.34
Cat,Domestic Short Hair,52,5.02,1,1,England,370.63
Cat,Domestic Short Hair,20,3.84,1,0,England,338.91
Cat,Domestic Short Hair,6,4.8,1,0,England,394.38
Cat,Domestic Short Hair,13,4.88,2,1,USA,390.76
Cat,Domestic Short Hair,18,4.25,1,1,USA,361.57
Cat,Domestic Short Hair,56,3.87,1,1,USA,315.8
Cat,Domestic Short Hair,44,5.32,1,1,England,367.93
Cat,Domestic Short Hair,2,4.83,1,1,USA,458.55
Cat,Domestic Short Hair,37,4.0,1,1,England,302.77
Cat,Domestic Short Hair,26,4.09,1,1,England,305.66
Cat,Domestic Short Hair,21,5.02,0,1,USA,316.29
Cat,Domestic Short Hair,19,3.82,2,1,England,466.61
Cat,Domestic Short Hair,43,4.4,1,1,USA,340.05
Cat,Domestic Short Hair,23,5.09,1,1,England,379.17
Cat,Domestic Short Hair,56,4.52,1,0,England,329.9
Cat,Domestic Short Hair,8,4.28,0,1,USA,365.04
Cat,Domestic Short Hair,42,4.17,2,1,USA,337.73
Cat,Domestic Short Hair,9,3.76,1,1,England,388.88
Cat,Domestic Short Hair,21,5.11,2,0,USA,346.89
Cat,Domestic Short Hair,8,3.74,1,1,England,386.63
Cat,Domestic Short Hair,14,4.3,2,1,England,458.3
Cat,Domestic Short Hair,33,4.89,2,1,USA,358.46
Cat,Domestic Short Hair,16,4.11,0,1,USA,336.04
Cat,Domestic Short Hair,11,4.1,1,0,USA,381.24
Cat,Domestic Short Hair,13,3.85,1,0,England,363.83
Cat,Domestic Short Hair,34,4.18,1,0,USA,288.17
Cat,Domestic Short Hair,6,3.67,0,1,England,401.35
Cat,Domestic Short Hair,39,4.89,0,1,England,307.58
Cat,Domestic Short Hair,56,5.34,1,1,England,321.53
Cat,Domestic Short Hair,11,3.85,1,1,England,407.46
Cat,Domestic Short Hair,5,5.06,2,1,England,509.16
Cat,Domestic Short Hair,3,5.03,1,1,England,491.5
Cat,Domestic Short Hair,59,5.34,1,1,USA,338.99
Cat,Domestic Short Hair,6,5.03,2,0,USA,381.22
Cat,Domestic Short Hair,11,3.96,0,1,USA,339.53
Cat,Domestic Short Hair,32,4.33,1,1,England,335.86
Cat,Domestic Short Hair,28,3.75,2,1,USA,367.32
Cat,Domestic Short Hair,11,4.78,1,0,USA,335.88
Cat,Domestic Short Hair,27,4.51,1,0,England,316.34
Cat,Domestic Short Hair,20,4.99,1,1,USA,398.63
Cat,Domestic Short Hair,23,3.89,0,1,USA,303.99
Cat,Domestic Short Hair,15,4.78,1,1,England,431.91
Cat,Domestic Short Hair,3,3.74,1,0,England,497.19
Cat,Domestic Short Hair,21,5.37,2,1,USA,446.36
Cat,Domestic Short Hair,29,4.82,2,0,England,314.22
Cat,Domestic Short Hair,42,3.99,0,0,USA,275.31
Cat,Domestic Short Hair,16,3.94,0,1,USA,289.88
Cat,Domestic Short Hair,2,4.2,2,1,USA,490.18
Cat,Domestic Short Hair,57,4.81,2,1,USA,368.7
Cat,Domestic Short Hair,7,4.11,1,1,England,403.14
Cat,Domestic Short Hair,51,3.63,2,1,England,373.17
Cat,Domestic Short Hair,48,4.41,2,1,USA,394.88
Cat,Domestic Short Hair,48,4.32,2,1,England,397.36
Cat,Domestic Short Hair,29,4.64,2,1,England,355.69
Cat,Domestic Short Hair,29,3.93,1,1,England,322.27
Cat,Domestic Short Hair,30,4.71,2,1,USA,389.35
Cat,Domestic Short Hair,11,3.82,2,1,England,443.42
Cat,Domestic Short Hair,23,4.05,2,1,USA,368.33
Cat,Domestic Short Hair,47,4.54,2,1,England,405.22
Cat,Domestic Short Hair,9,4.48,2,1,England,441.84
Cat,Domestic Short Hair,22,3.85,1,0,USA,310.1
Cat,Domestic Short Hair,28,3.74,2,1,England,420.96
Cat,Domestic Short Hair,12,4.97,1,1,USA,370.61
Cat,Domestic Short Hair,13,4.11,2,1,USA,379.23
Cat,Domestic Short Hair,29,4.65,0,1,England,317.94
Cat,Domestic Short Hair,59,3.62,1,1,England,319.47
Cat,Domestic Short Hair,18,4.88,1,1,USA,355.88
Cat,Domestic Short Hair,10,4.13,2,1,USA,390.68
Cat,Domestic Short Hair,30,5.27,2,1,USA,378.32
Cat,Domestic Short Hair,39,4.52,0,1,England,352.84
Cat,Domestic Short Hair,38,3.62,1,1,England,300.74
Cat,Domestic Short Hair,14,5.0,1,1,England,387.97
Cat,Domestic Short Hair,12,4.48,2,1,England,422.57
Cat,Domestic Short Hair,2,5.32,2,1,England,507.66
Cat,Domestic Short Hair,21,4.37,1,0,England,323.43
Cat,Domestic Short Hair,17,4.79,2,1,England,422.27
Cat,Domestic Short Hair,46,4.13,1,1,England,367.42
Cat,Domestic Short Hair,17,5.34,1,1,England,397.94
Cat,Domestic Short Hair,38,5.18,1,1,England,325.86
Cat,Domestic Short Hair,40,5.03,1,1,England,373.38
Cat,Domestic Short Hair,21,5.22,2,1,USA,414.87
Cat,Domestic Short Hair,52,5.39,2,0,England,360.77
Cat,Domestic Short Hair,23,5.13,1,1,USA,350.09
Cat,Domestic Short Hair,20,4.4,1,1,England,398.22
Cat,Domestic Short Hair,12,4.59,1,1,England,395.44
Cat,Domestic Short Hair,8,4.4,1,1,England,429.41
Cat,Domestic Short Hair,49,4.33,1,1,England,352.52
Cat,Domestic Short Hair,23,5.14,0,1,England,325.87
Cat,Domestic Short Hair,14,4.66,1,1,England,406.43
Cat,Domestic Short Hair,8,4.12,1,1,USA,401.08
Cat,Domestic Short Hair,4,3.78,1,1,USA,431.61
Cat,Domestic Short Hair,23,4.26,2,1,USA,374.34
Cat,Domestic Short Hair,57,5.27,2,1,USA,379.29
Cat,Domestic Short Hair,5,3.96,2,0,England,478.95
Cat,Domestic Short Hair,60,4.49,0,1,USA,305.65
Cat,Domestic Short Hair,11,5.18,2,1,USA,467.3
Cat,Domestic Short Hair,35,5.36,1,1,England,303.47
Cat,Domestic Short Hair,30,4.38,1,1,England,354.53
Cat,Domestic Short Hair,19,4.44,2,1,USA,402.61
Cat,Domestic Short Hair,20,4.4,1,1,England,356.56
Cat,Domestic Short Hair,17,4.23,2,1,USA,449.05
Cat,Domestic Short Hair,45,5.4,1,1,England,323.14
Cat,Domestic Short Hair,6,5.0,2,0,England,482.16
Cat,Domestic Short Hair,10,5.21,0,1,England,363.63
Cat,Domestic Short Hair,21,4.02,2,1,USA,443.33
Cat,Domestic Short Hair,15,4.87,2,1,England,471.27
Cat,Domestic Short Hair,36,3.8,2,0,England,317.85
Cat,Domestic Short Hair,7,3.77,0,0,England,352.0
Cat,Domestic Short Hair,13,5.04,1,1,USA,398.62
Cat,Domestic Short Hair,16,4.02,1,1,England,372.59
Cat,Domestic Short Hair,4,3.9,2,1,USA,519.48
Cat,Domestic Short Hair,10,4.3,0,1,England,359.93
Cat,Domestic Short Hair,33,4.76,2,0,England,330.07
Cat,Domestic Short Hair,30,4.93,2,0,England,356.48
Cat,Domestic Short Hair,13,4.67,2,1,USA,410.15
Cat,Domestic Short Hair,22,3.71,1,0,England,344.79
Cat,Domestic Short Hair,9,4.61,0,1,England,433.77
Cat,Domestic Short Hair,20,4.75,1,1,USA,319.09
Cat,Domestic Short Hair,20,3.81,0,0,England,298.3
Cat,Domestic Short Hair,6,4.62,0,1,England,377.57
Cat,Domestic Short Hair,35,5.11,2,1,England,422.4
Cat,Domestic Short Hair,19,4.6,1,1,England,403.03
Cat,Domestic Short Hair,8,4.99,0,1,USA,373.78
Cat,Domestic Short Hair,2,4.22,1,1,England,445.53
Cat,Domestic Short Hair,10,4.01,1,1,England,465.8
Cat,Domestic Short Hair,40,3.74,1,1,USA,301.16
Cat,Domestic Short Hair,17,4.26,2,1,England,438.41
Cat,Domestic Short Hair,31,4.51,0,1,USA,268.01
Cat,Domestic Short Hair,14,5.04,0,1,England,374.59
Cat,Domestic Short Hair,16,3.66,1,1,USA,339.08
Cat,Domestic Short Hair,10,4.66,1,1,USA,369.89
Cat,Domestic Short Hair,3,4.12,2,1,USA,537.42
Cat,Domestic Short Hair,3,5.34,1,1,England,449.55
Cat,Domestic Short Hair,27,4.29,0,1,England,286.37
Cat,Domestic Short Hair,8,4.98,0,1,USA,339.11
Cat,Domestic Short Hair,52,3.94,2,1,USA,328.07
Cat,Domestic Short Hair,16,3.71,1,1,England,422.43
Cat,Domestic Short Hair,5,4.88,1,0,USA,384.08
Cat,Domestic Short Hair,7,4.09,0,1,USA,350.66
Cat,Domestic Short Hair,3,4.29,0,1,USA,439.49
Cat,Domestic Short Hair,12,4.55,0,1,USA,322.09
Cat,Domestic Short Hair,7,4.67,1,1,England,426.99
Cat,Domestic Short Hair,11,3.78,0,1,England,395.74
Cat,Domestic Short Hair,59,4.75,2,1,England,385.02
Cat,Domestic Short Hair,57,5.16,1,1,USA,312.17
Cat,Domestic Short Hair,12,4.71,1,1,USA,372.24
Cat,Domestic Short Hair,6,4.13,2,1,USA,396.26
Cat,Domestic Short Hair,3,3.8,1,1,England,487.4
Cat,Domestic Short Hair,25,4.82,1,1,USA,334.99
Cat,Domestic Short Hair,19,4.63,1,1,England,362.92
Cat,Domestic Short Hair,56,3.78,2,1,USA,381.19
Cat,Domestic Short Hair,5,4.96,2,1,England,566.23
Cat,Domestic Short Hair,21,3.66,0,1,USA,296.65
Cat,Domestic Short Hair,11,4.18,0,1,USA,346.97
Cat,Domestic Short Hair,2,3.67,1,1,England,444.48
Cat,Domestic Short Hair,57,4.59,0,1,England,286.81
Cat,Domestic Short Hair,9,3.63,1,1,USA,406.97
Cat,Domestic Short Hair,9,4.73,2,1,USA,425.22
Cat,Domestic Short Hair,32,3.92,1,1,USA,304.72
Cat,Domestic Short Hair,50,4.44,2,1,England,406.47
Cat,Domestic Short Hair,12,4.73,0,1,England,388.67
Cat,Domestic Short Hair,54,3.62,2,1,England,357.74
Cat,Domestic Short Hair,13,4.85,1,1,USA,341.98
Cat,Domestic Short Hair,41,4.1,2,1,England,369.41
Cat,Domestic Short Hair,17,3.96,1,1,USA,320.55
Cat,Domestic Short Hair,10,5.21,2,1,USA,448.94
Cat,Domestic Short Hair,4,4.17,1,0,USA,400.7
Cat,Domestic Short Hair,30,3.93,1,1,England,369.39
Cat,Domestic Short Hair,18,5.33,1,0,England,324.14
Cat,Domestic Short Hair,13,4.72,1,0,USA,318.94
Cat,Domestic Short Hair,24,4.89,1,1,England,313.99
Cat,Domestic Short Hair,2,4.38,2,1,England,521.71
Cat,Domestic Short Hair,49,4.22,1,1,England,371.24
Cat,Domestic Short Hair,3,4.26,2,1,USA,478.76
Cat,Domestic Short Hair,12,4.04,0,1,England,400.39
Cat,Domestic Short Hair,16,3.97,2,1,England,456.72
Cat,Domestic Short Hair,19,3.96,1,1,USA,374.38
Cat,Domestic Short Hair,13,4.72,2,1,England,427.67
Cat,Domestic Short Hair,36,3.96,2,1,England,426.99
Cat,Domestic Short Hair,7,4.9,2,1,USA,421.14
Cat,Domestic Short Hair,5,4.49,1,0,USA,383.6
Cat,Domestic Short Hair,17,3.91,2,1,England,464.24
Cat,Domestic Short Hair,10,4.58,2,1,USA,438.34
Cat,Domestic Short Hair,3,4.05,2,1,USA,476.24
Cat,Domestic Short Hair,59,4.19,1,1,England,364.98
Cat,Domestic Short Hair,59,4.19,2,1,England,391.23
Cat,Domestic Short Hair,52,4.96,2,1,England,397.85
Cat,Domestic Short Hair,52,4.07,0,1,England,268.9
Cat,Domestic Short Hair,11,4.04,1,1,England,401.26
Cat,Domestic Short Hair,16,3.64,1,1,England,384.4
Cat,Domestic Short Hair,55,3.92,1,1,England,374.44
Cat,Domestic Short Hair,7,5.02,2,1,England,423.26
Cat,Domestic Short Hair,13,4.16,0,1,England,370.26
Cat,Domestic Short Hair,48,5.27,0,1,England,337.59
Cat,Domestic Short Hair,17,5.34,2,1,USA,373.81
Cat,Domestic Short Hair,11,4.32,1,1,England,404.09
Cat,Domestic Short Hair,39,5.34,2,1,USA,373.24
Cat,Domestic Short Hair,18,4.22,1,1,USA,322.78
Cat,Domestic Short Hair,55,3.61,1,1,England,350.93
Cat,Domestic Short Hair,6,4.94,0,1,USA,354.31
Cat,Domestic Short Hair,12,5.04,2,1,USA,434.65
Cat,Domestic Short Hair,10,5.1,0,1,England,435.94
Cat,Domestic Short Hair,3,4.14,2,0,USA,440.06
Cat,Domestic Short Hair,12,4.71,0,1,USA,345.95
Cat,Domestic Short Hair,14,3.93,1,1,England,415.58
Cat,Domestic Short Hair,5,3.95,2,1,England,527.86
Cat,Domestic Short Hair,6,4.91,2,1,USA,454.91
Cat,Domestic Short Hair,14,4.63,1,1,England,405.53
Cat,Domestic Short Hair,10,4.98,1,0,England,375.85
Cat,Domestic Short Hair,8,5.38,1,1,England,425.05
Cat,Domestic Short Hair,5,5.18,0,1,England,471.99
Cat,Domestic Short Hair,12,4.38,2,1,England,424.31
Cat,Domestic Short Hair,17,4.79,2,1,USA,363.62
Cat,Domestic Short Hair,24,3.93,1,1,England,336.17
Cat,Domestic Short Hair,3,4.41,1,1,USA,484.77
Cat,Domestic Short Hair,44,4.43,2,0,USA,360.86
Cat,Domestic Short Hair,52,3.62,0,1,England,339.78
Cat,Domestic Short Hair,57,5.21,0,1,USA,299.17
Cat,Domestic Short Hair,13,5.07,2,1,England,460.97
Cat,Domestic Short Hair,18,4.27,1,1,USA,320.3
Cat,Domestic Short Hair,5,4.51,1,1,USA,463.44
Cat,Domestic Short Hair,3,5.13,1,0,England,486.59
Cat,Domestic Short Hair,8,4.57,0,0,USA,343.83
Cat,Domestic Short Hair,44,5.21,1,1,England,382.78
Cat,Domestic Short Hair,23,3.67,1,1,England,354.17
Cat,Domestic Short Hair,10,3.91,1,0,USA,381.78
Cat,Domestic Short Hair,22,3.83,1,1,USA,342.33
Cat,Domestic Short Hair,27,5.29,1,1,England,322.9
Cat,Domestic Short Hair,31,4.4,1,1,England,328.86
Cat,Domestic Short Hair,5,4.22,1,1,England,489.35
Cat,Domestic Short Hair,54,5.02,1,1,England,299.65
Cat,Domestic Short Hair,11,4.41,2,1,USA,409.59
Cat,Domestic Short Hair,45,4.57,1,1,USA,313.69
Cat,Domestic Short Hair,3,3.7,2,1,USA,535.94
Cat,Domestic Short Hair,3,5.08,1,1,England,496.34
Cat,Domestic Short Hair,39,5.01,0,1,England,355.46
Cat,Domestic Short Hair,32,3.98,0,1,USA,271.9
Cat,Domestic Short Hair,9,5.06,1,1,USA,379.54
Cat,Domestic Short Hair,19,4.28,1,0,England,362.39
Cat,Domestic Short Hair,24,4.14,2,0,USA,289.58
Cat,Domestic Short Hair,54,3.88,1,1,USA,280.4
Cat,Domestic Short Hair,12,3.81,2,1,USA,434.9
Cat,Domestic Short Hair,6,4.39,1,1,USA,356.32
Cat,Domestic Short Hair,33,4.94,1,1,USA,289.96
Cat,Domestic Short Hair,13,4.12,2,0,USA,357.86
Cat,Domestic Short Hair,41,5.0,1,1,England,332.14
Cat,Domestic Short Hair,21,4.27,2,1,England,409.99
Cat,Domestic Short Hair,2,3.86,1,1,England,506.44
Cat,Domestic Short Hair,40,4.69,2,1,England,341.88
Cat,Domestic Short Hair,25,4.64,0,1,England,334.67
Cat,Domestic Short Hair,19,5.17,0,1,USA,291.26
Cat,Domestic Short Hair,37,4.19,1,1,England,331.72
Cat,Domestic Short Hair,24,4.45,1,1,England,356.15
Cat,Domestic Short Hair,38,3.67,1,1,USA,301.35
Cat,Domestic Short Hair,32,5.27,1,1,USA,325.23
Cat,Domestic Short Hair,34,4.08,1,1,USA,341.46
Cat,Domestic Short Hair,4,4.34,0,1,England,428.02
Cat,Domestic Short Hair,43,4.52,1,1,England,326.2
Cat,Domestic Short Hair,2,5.09,1,1,USA,462.24
Cat,Domestic Short Hair,19,4.83,1,1,USA,404.33
Cat,Domestic Short Hair,43,5.19,0,1,England,269.68
Cat,Domestic Short Hair,33,4.53,1,0,USA,243.41
Cat,Domestic Short Hair,56,3.63,1,0,England,344.92
Cat,Domestic Short Hair,13,4.04,1,0,England,331.21
Cat,Domestic Short Hair,38,4.31,1,1,England,299.62
Cat,Domestic Short Hair,17,5.24,2,1,England,474.75
Cat,Domestic Short Hair,6,4.74,0,1,USA,341.97
Cat,Domestic Short Hair,13,4.91,0,1,England,380.95
Cat,Domestic Short Hair,43,5.31,1,1,USA,297.83
Cat,Domestic Short Hair,2,3.86,1,0,USA,431.36
Cat,Domestic Short Hair,19,4.99,2,1,England,454.11
Cat,Domestic Short Hair,55,4.9,1,1,USA,329.72
Cat,Domestic Short Hair,11,4.66,2,0,England,403.44
Cat,Domestic Short Hair,8,5.0,1,1,USA,415.11
Cat,Domestic Short Hair,43,4.26,2,1,USA,344.97
Cat,Domestic Short Hair,21,4.35,1,0,England,339.16
Cat,Domestic Short Hair,13,4.72,2,0,USA,409.14
Cat,Domestic Short Hair,14,3.62,0,1,USA,288.68
Cat,Domestic Short Hair,21,4.71,0,0,USA,300.57
Cat,Domestic Short Hair,9,4.0,2,1,England,512.19
Cat,Domestic Short Hair,33,4.88,1,1,USA,354.65
Cat,Domestic Short Hair,6,3.76,1,1,England,382.92
Cat,Domestic Short Hair,40,5.25,2,1,England,343.57
Cat,Domestic Short Hair,35,3.96,1,1,England,323.55
Cat,Domestic Short Hair,11,5.09,1,1,England,406.81
Cat,Domestic Short Hair,32,4.92,0,0,England,296.44
Cat,Domestic Short Hair,41,3.7,1,1,USA,277.26
Cat,Domestic Short Hair,59,4.07,0,1,England,343.58
Cat,Domestic Short Hair,2,4.05,0,1,England,420.19
Cat,Domestic Short Hair,2,4.24,1,1,England,471.64
Cat,Domestic Short Hair,54,4.9,2,1,USA,316.42
Cat,Domestic Short Hair,52,4.32,2,1,England,398.98
Cat,Domestic Short Hair,29,3.76,1,1,USA,334.16
Cat,Domestic Short Hair,15,4.81,2,1,USA,418.99
Cat,Domestic Short Hair,20,3.98,0,1,USA,347.49
Cat,Domestic Short Hair,23,4.07,0,0,USA,325.39
Cat,Domestic Short Hair,2,4.85,2,1,England,534.82
Cat,Domestic Short Hair,19,3.79,2,1,England,426.32
Cat,Domestic Short Hair,60,3.66,1,1,USA,288.78
Cat,Domestic Short Hair,10,4.2,1,0,England,394.25
Cat,Domestic Short Hair,15,4.41,2,1,England,463.54
Cat,Domestic Short Hair,4,3.85,1,1,England,489.62
Cat,Domestic Short Hair,40,4.3,2,1,England,429.69
Cat,Domestic Short Hair,3,4.91,1,1,USA,485.5
Cat,Domestic Short Hair,9,4.14,0,1,England,375.13
Cat,Domestic Short Hair,47,4.53,1,1,USA,328.56
Cat,Domestic Short Hair,31,5.37,1,1,USA,277.45
Cat,Domestic Short Hair,32,5.37,1,1,England,358.95
Cat,Domestic Short Hair,28,4.8,1,1,England,358.85
Cat,Domestic Short Hair,20,4.22,1,1,USA,381.07
Cat,Domestic Short Hair,52,4.8,1,1,England,380.72
Cat,Domestic Short Hair,9,3.64,2,1,England,435.05
Cat,Domestic Short Hair,14,5.25,0,1,USA,315.27
Cat,Domestic Short Hair,15,4.21,1,0,England,369.84
Cat,Domestic Short Hair,13,4.92,0,0,England,287.13
Cat,Domestic Short Hair,6,4.34,0,1,USA,393.95
Cat,Domestic Short Hair,21,4.24,2,1,USA,423.8
Cat,Domestic Short Hair,23,5.31,1,1,USA,343.79
Cat,Domestic Short Hair,9,5.11,1,1,USA,348.71
Cat,Domestic Short Hair,43,4.23,1,1,USA,359.63
Cat,Domestic Short Hair,3,4.39,0,1,England,447.81
Cat,Domestic Short Hair,2,4.2,2,0,USA,468.5
Cat,Domestic Short Hair,10,3.78,1,1,USA,351.39
Cat,Domestic Short Hair,50,4.16,2,0,England,313.4
Cat,Domestic Short Hair,20,5.3,2,1,England,395.95
Cat,Domestic Short Hair,39,5.0,1,1,USA,346.1
Cat,Domestic Short Hair,28,3.68,2,0,USA,311.71
Cat,Domestic Short Hair,37,3.99,1,1,England,348.15
Cat,Domestic Short Hair,14,5.05,2,1,USA,412.54
Cat,Domestic Short Hair,10,4.74,1,1,USA,380.76
Cat,Domestic Short Hair,59,3.72,2,1,USA,338.58
Cat,Domestic Short Hair,36,4.79,2,1,England,399.85
Cat,Domestic Short Hair,52,5.34,2,1,England,410.92
Cat,Domestic Short Hair,12,5.17,2,1,USA,414.63
Cat,Domestic Short Hair,22,4.17,0,1,USA,357.58
Cat,Domestic Short Hair,11,5.18,1,0,USA,315.81
Cat,Domestic Short Hair,4,4.03,0,0,England,450.74
Cat,Domestic Short Hair,31,5.37,1,1,England,323.99
Cat,Domestic Short Hair,11,4.49,2,1,England,466.79
Cat,Domestic Short Hair,11,4.59,2,1,USA,468.57
Cat,Domestic Short Hair,21,3.75,2,1,USA,391.1
Cat,Domestic Short Hair,36,4.95,1,1,USA,356.44
Cat,Domestic Short Hair,17,4.2,1,1,USA,339.47
Cat,Domestic Short Hair,19,4.2,2,1,USA,438.16
Cat,Domestic Short Hair,16,5.04,1,1,England,370.71
Cat,Domestic Short Hair,3,4.82,2,1,England,511.71
Cat,Domestic Short Hair,50,5.34,1,1,England,349.33
Cat,Domestic Short Hair,32,3.92,0,1,England,353.15
Cat,Domestic Short Hair,6,5.2,1,1,USA,387.81
Cat,Domestic Short Hair,17,4.5,2,1,USA,409.7
Cat,Domestic Short Hair,12,5.24,1,1,USA,394.33
Cat,Domestic Short Hair,13,5.29,1,0,England,360.64
Cat,Domestic Short Hair,6,3.64,1,1,England,436.87
Cat,Domestic Short Hair,23,4.14,1,1,USA,399.45
Cat,Domestic Short Hair,6,4.37,0,1,England,380.39
Cat,Domestic Short Hair,9,4.41,2,1,England,493.52
Cat,Domestic Short Hair,30,3.81,2,1,England,415.34
Cat,Domestic Short Hair,20,4.37,1,1,England,401.7
Cat,Domestic Short Hair,13,3.96,0,1,USA,315.75
Cat,Domestic Short Hair,23,5.19,0,1,England,344.62
Cat,Domestic Short Hair,15,4.76,1,0,England,399.11
Cat,Domestic Short Hair,20,4.78,1,1,USA,402.64
Cat,Domestic Short Hair,58,4.96,0,1,England,343.59
Cat,Domestic Short Hair,44,5.05,1,1,USA,289.71
Cat,Domestic Short Hair,46,4.53,0,1,USA,297.53
Cat,Domestic Short Hair,20,4.7,2,1,USA,419.01
Cat,Domestic Short Hair,19,4.08,1,1,USA,317.6
Cat,Domestic Short Hair,10,5.13,1,0,England,403.18
Cat,Domestic Short Hair,6,3.7,0,1,England,381.54
Cat,Domestic Short Hair,4,4.53,1,0,England,485.48
Cat,Domestic Short Hair,21,3.82,2,0,England,372.42
Cat,Domestic Short Hair,22,4.13,1,1,England,406.77
Cat,Domestic Short Hair,23,3.61,2,1,USA,387.63
Cat,Domestic Short Hair,17,4.19,1,1,England,388.85
Cat,Domestic Short Hair,19,3.96,0,0,USA,306.99
Cat,Domestic Short Hair,24,5.2,0,1,England,292.27
Cat,Domestic Short Hair,14,4.89,1,1,USA,391.36
Cat,Domestic Short Hair,4,5.15,0,1,USA,434.72
Cat,Domestic Short Hair,39,5.2,1,1,USA,356.68
Cat,Domestic Short Hair,4,4.92,1,1,England,454.49
Cat,Domestic Short Hair,49,4.74,0,1,USA,246.92
Cat,Domestic Short Hair,26,4.51,1,1,USA,355.86
Cat,Domestic Short Hair,6,4.41,2,1,England,444.17
Cat,Domestic Short Hair,18,4.8,2,1,England,393.27
Cat,Domestic Short Hair,4,5.32,1,1,England,460.59
Cat,Domestic Short Hair,13,3.75,1,1,USA,382.73
Cat,Domestic Short Hair,47,3.83,1,1,USA,288.33
Cat,Domestic Short Hair,54,3.77,2,1,England,407.16
Cat,Domestic Short Hair,8,4.71,1,1,USA,415.1
Cat,Domestic Short Hair,8,5.3,1,0,USA,395.69
Cat,Domestic Short Hair,19,5.33,0,1,England,344.23
Cat,Domestic Short Hair,38,4.56,1,1,USA,304.61
Cat,Domestic Short Hair,2,4.48,1,1,USA,443.63
Cat,Domestic Short Hair,12,4.07,1,1,USA,388.8
Cat,Domestic Short Hair,6,4.65,1,1,England,413.04
Cat,Domestic Short Hair,16,3.69,1,1,USA,360.14
Cat,Domestic Short Hair,13,4.91,1,1,USA,373.09
Cat,Domestic Short Hair,27,4.36,2,0,USA,307.14
Cat,Domestic Short Hair,25,4.93,2,0,England,370.45
Cat,Domestic Short Hair,12,3.94,1,1,England,430.51
Cat,Domestic Short Hair,11,4.48,2,1,USA,422.74
Cat,Domestic Short Hair,10,3.87,0,1,England,375.73
Cat,Domestic Short Hair,47,3.79,0,1,USA,240.09
Cat,Domestic Short Hair,23,4.52,1,1,England,432.94
Cat,Domestic Short Hair,8,4.19,1,1,USA,402.08
Cat,Domestic Short Hair,5,5.39,1,1,England,487.26
Cat,Domestic Short Hair,26,3.62,1,1,USA,303.54
Cat,Domestic Short Hair,5,3.73,1,1,England,483.21
Cat,Domestic Short Hair,16,5.15,0,0,USA,312.98
Cat,Domestic Short Hair,31,3.8,2,1,USA,327.93
Cat,Domestic Short Hair,3,3.88,0,1,England,500.32
Cat,Domestic Short Hair,17,4.26,1,1,England,400.8
Cat,Domestic Short Hair,8,5.26,1,1,USA,422.89
Cat,Domestic Short Hair,16,4.21,1,0,USA,317.33
Cat,Domestic Short Hair,54,4.33,2,1,USA,371.11
Cat,Domestic Short Hair,9,4.32,2,1,England,469.48
Cat,Domestic Short Hair,6,4.16,2,1,England,428.35
Cat,Domestic Short Hair,8,4.94,1,1,USA,354.81
Cat,Domestic Short Hair,30,5.13,1,1,USA,289.71
Cat,Domestic Short Hair,19,4.12,1,1,England,419.33
Cat,Domestic Short Hair,12,3.75,1,1,USA,371.45
Cat,Domestic Short Hair,56,4.43,2,1,USA,317.6
Cat,Domestic Short Hair,22,4.02,0,1,England,341.7
Cat,Domestic Short Hair,10,4.92,2,1,USA,423.94
Cat,Domestic Short Hair,41,4.59,2,0,USA,298.01
Cat,Domestic Short Hair,44,3.68,1,0,England,287.4
Cat,Domestic Short Hair,60,4.63,1,1,England,376.87
Cat,Domestic Short Hair,21,4.01,2,1,England,448.59
Cat,Domestic Short Hair,10,4.78,2,1,USA,441.1
Cat,Domestic Short Hair,12,4.9,2,1,USA,444.87
Cat,Domestic Short Hair,32,4.07,2,0,England,358.21
Cat,Domestic Short Hair,12,4.03,2,1,USA,372.07
Cat,Domestic Short Hair,43,3.84,1,1,USA,271.44
Cat,Domestic Short Hair,49,4.84,0,0,USA,279.04
Cat,Domestic Short Hair,24,3.66,1,1,USA,297.38
Cat,Domestic Short Hair,56,5.1,0,1,USA,301.07
Cat,Domestic Short Hair,2,3.86,2,1,England,532.06
Cat,Domestic Short Hair,8,5.1,0,1,USA,372.61
Cat,Domestic Short Hair,56,5.21,2,1,England,362.71
Cat,Domestic Short Hair,7,4.4,1,1,England,393.05
